Name                                                                                        Stmts   Miss  Cover
/home/gdub/tmp/metrics/2009-01-13/django/template/defaulttags                                 567     77    86%
/home/gdub/tmp/metrics/2009-01-13/django/template/loader                                       63      8    87%
/home/gdub/tmp/metrics/2009-01-13/django/template/loader_tags                                 134     15    89%
/home/gdub/tmp/metrics/2009-01-13/django/template/loaders/__init__                              0      0   100%
/home/gdub/tmp/metrics/2009-01-13/django/template/loaders/app_directories                      41      4    90%
/home/gdub/tmp/metrics/2009-01-13/django/template/loaders/eggs                                 16      2    88%
/home/gdub/tmp/metrics/2009-01-13/django/template/loaders/filesystem                           25      0   100%
/home/gdub/tmp/metrics/2009-01-13/django/templatetags/__init__                                  6      0   100%
/home/gdub/tmp/metrics/2009-01-13/django/templatetags/cache                                    35      0   100%
/home/gdub/tmp/metrics/2009-01-13/django/templatetags/i18n                                    139     21    85%
/home/gdub/tmp/metrics/2009-01-13/django/test/__init__                                          2      0   100%
/home/gdub/tmp/metrics/2009-01-13/django/test/_doctest                                        899    360    60%
/home/gdub/tmp/metrics/2009-01-13/django/test/client                                          170      5    97%
/home/gdub/tmp/metrics/2009-01-13/django/test/signals                                           2      0   100%
/home/gdub/tmp/metrics/2009-01-13/django/test/simple                                           79     24    70%
/home/gdub/tmp/metrics/2009-01-13/django/test/testcases                                       182     19    90%
/home/gdub/tmp/metrics/2009-01-13/django/test/utils                                            33      2    94%
/home/gdub/tmp/metrics/2009-01-13/django/utils/__init__                                         0      0   100%
/home/gdub/tmp/metrics/2009-01-13/django/utils/_os                                             18      1    94%
/home/gdub/tmp/metrics/2009-01-13/django/utils/cache                                           94     47    50%
/home/gdub/tmp/metrics/2009-01-13/django/utils/checksums                                       11      0   100%
/home/gdub/tmp/metrics/2009-01-13/django/utils/datastructures                                 246     38    85%
/home/gdub/tmp/metrics/2009-01-13/django/utils/dateformat                                     154     19    88%
/home/gdub/tmp/metrics/2009-01-13/django/utils/dates                                            8      0   100%
/home/gdub/tmp/metrics/2009-01-13/django/utils/datetime_safe                                   56      3    95%
