Name                                                                                                                                    Stmts   Miss  Cover
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/markup/templatetags/markup                         46     16    65%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/markup/tests                                       51     16    69%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/messages/__init__                                   2      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/messages/api                                       42      1    98%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/messages/constants                                  6      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/messages/context_processors                         3      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/messages/middleware                                11      1    91%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/messages/models                                     0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/messages/storage/__init__                          18      6    67%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/messages/storage/base                              81      5    94%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/messages/storage/cookie                            77      3    96%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/messages/storage/fallback                          29      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/messages/storage/session                           13      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/messages/storage/user_messages                     27      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/messages/tests/__init__                             5      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/messages/tests/base                               261      6    98%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/messages/tests/cookie                              54      2    96%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/messages/tests/fallback                            97      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/messages/tests/middleware                          10      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/messages/tests/session                             23      1    96%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/messages/tests/urls                                27      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/messages/tests/user_messages                       48      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/messages/utils                                      6      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/redirects/__init__                                  0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/redirects/admin                                     8      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/redirects/models                                   15      1    93%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/sessions/__init__                                   0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/sessions/backends/__init__                          0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/sessions/backends/base                            178     17    90%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/sessions/backends/cache                            39      5    87%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/sessions/backends/cached_db                        24      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/sessions/backends/db                               53      7    87%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/sessions/backends/file                             88     19    78%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/sessions/middleware                                28      2    93%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/sessions/models                                    25      1    96%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/sessions/tests                                    248     15    94%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/sitemaps/__init__                                  76     17    78%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/sitemaps/management/__init__                        0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/sitemaps/models                                     0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/sitemaps/tests/__init__                             1      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/sitemaps/tests/basic                               70      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/sitemaps/tests/urls                                15      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/sitemaps/views                                     42     10    76%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/sites/__init__                                      0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/sites/admin                                         6      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/sites/management                                   11      1    91%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/sites/managers                                     28      1    96%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/sites/models                                       55      8    85%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/sites/tests                                        37      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/staticfiles/__init__                                0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/staticfiles/finders                               144     15    90%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/staticfiles/handlers                               44     23    48%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/staticfiles/management/__init__                     0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/staticfiles/management/commands/__init__            0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/staticfiles/management/commands/collectstatic     108     24    78%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/staticfiles/management/commands/findstatic         19      2    89%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/staticfiles/models                                  0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/staticfiles/storage                                44      9    80%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/staticfiles/urls                                   17      2    88%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/staticfiles/utils                                  24      3    88%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/staticfiles/views                                  85     21    75%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/syndication/__init__                                0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/syndication/feeds                                  23      1    96%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/syndication/views                                 119      4    97%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/webdesign/__init__                                  0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/webdesign/lorem_ipsum                              30     11    63%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/webdesign/models                                    0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/webdesign/templatetags/__init__                     0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/webdesign/templatetags/webdesign                   34     10    71%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/contrib/webdesign/tests                                    11      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/__init__                                               0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/cache/__init__                                        76     12    84%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/cache/backends/__init__                                0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/cache/backends/base                                  100     12    88%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/cache/backends/db                                    112      2    98%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/cache/backends/dummy                                  32      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/cache/backends/filebased                             125     16    87%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/cache/backends/locmem                                117     12    90%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/context_processors                                    52      6    88%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/exceptions                                            48      2    96%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/files/__init__                                         1      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/files/base                                            90     27    70%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/files/images                                          38      2    95%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/files/locks                                           40     20    50%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/files/move                                            47     31    34%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/files/storage                                        144      9    94%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/files/temp                                            28     21    25%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/files/uploadedfile                                    63      9    86%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/files/uploadhandler                                   89     13    85%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/files/utils                                           19      1    95%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/handlers/__init__                                      0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/handlers/base                                        145     16    89%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/handlers/modpython                                   127     71    44%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/handlers/wsgi                                        162     48    70%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/mail/__init__                                         44      7    84%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/mail/backends/__init__                                 0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/mail/backends/base                                     9      2    78%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/mail/backends/console                                 27      4    85%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/mail/backends/dummy                                    4      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/mail/backends/filebased                               41      9    78%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/mail/backends/locmem                                  10      1    90%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/mail/backends/smtp                                    77     22    71%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/mail/message                                         183     14    92%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/mail/utils                                             9      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/management/__init__                                  193     70    64%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/management/base                                      167     93    44%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/management/color                                      28      1    96%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/management/commands/__init__                           0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/management/commands/compilemessages                   42     10    76%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/management/commands/createcachetable                  36      1    97%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/management/commands/dumpdata                         125     14    89%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/management/commands/flush                             43      5    88%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/management/commands/loaddata                         156     30    81%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/management/commands/makemessages                     217     27    88%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/management/commands/runfcgi                           16     10    38%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/management/commands/sqlall                            10      1    90%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/management/commands/startapp                          28     12    57%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/management/commands/syncdb                            98     18    82%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/management/sql                                       108     67    38%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/management/validation                                217     17    92%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/paginator                                             78      3    96%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/serializers/__init__                                  47      8    83%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/serializers/base                                      74     10    86%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/serializers/json                                      36      1    97%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/serializers/python                                    79      3    96%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/serializers/xml_serializer                           152      7    95%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/servers/__init__                                       0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/servers/basehttp                                     380    155    59%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/servers/fastcgi                                       76     67    12%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/signals                                                4      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/urlresolvers                                         303     19    94%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/validators                                           115      4    97%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/core/xheaders                                               5      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/__init__                                                47     20    57%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/backends/__init__                                      292     48    84%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/backends/creation                                      269    153    43%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/backends/postgresql/__init__                             0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/backends/postgresql/version                             11      2    82%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/backends/signals                                         2      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/backends/sqlite3/__init__                                0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/backends/sqlite3/base                                  180     25    86%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/backends/sqlite3/client                                 10      4    60%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/backends/sqlite3/creation                               34     16    53%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/backends/sqlite3/introspection                          68     10    85%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/backends/util                                           85     13    85%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/__init__                                         22      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/aggregates                                       25      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/base                                            505     10    98%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/deletion                                        139      2    99%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/expressions                                      81      3    96%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/fields/__init__                                 745     56    92%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/fields/files                                    215      5    98%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/fields/proxy                                      6      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/fields/related                                  645     36    94%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/fields/subclassing                               65     14    78%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/loading                                         110     11    90%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/manager                                         134      6    96%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/options                                         311     11    96%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/query                                           750     35    95%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/query_utils                                      80      1    99%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/related                                          41      9    78%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/signals                                          10      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/sql/__init__                                      5      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/sql/aggregates                                   61      4    93%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/sql/compiler                                    600     49    92%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/sql/constants                                    15      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/sql/datastructures                               25      5    80%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/sql/expressions                                  61      2    97%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/sql/query                                      1002     36    96%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/sql/subqueries                                  114      4    96%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/models/sql/where                                       197     33    83%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/transaction                                            198     21    89%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/db/utils                                                  120     30    75%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/dispatch/__init__                                           1      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/dispatch/dispatcher                                       101      7    93%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/dispatch/saferef                                           79     19    76%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/forms/__init__                                              5      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/forms/extras/__init__                                       1      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/forms/extras/widgets                                       90      7    92%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/forms/fields                                              542     18    97%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/forms/forms                                               267      2    99%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/forms/formsets                                            215      3    99%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/forms/models                                              597     19    97%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/forms/util                                                 25      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/forms/widgets                                             539     11    98%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/http/__init__                                             410     51    88%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/http/multipartparser                                      346     35    90%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/http/utils                                                 36     19    47%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/middleware/__init__                                         0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/middleware/cache                                           79     19    76%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/middleware/common                                          73     31    58%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/middleware/csrf                                           123      3    98%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/middleware/doc                                              8      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/middleware/http                                            16     12    25%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/shortcuts/__init__                                         52      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/template/__init__                                           6      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/template/base                                             665     50    92%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/template/context                                           96     11    89%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/template/debug                                             84     18    79%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/template/defaultfilters                                   555     32    94%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/template/defaulttags                                      645     61    91%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/template/loader                                           104     20    81%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/template/loader_tags                                      189     19    90%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/template/loaders/__init__                                   0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/template/loaders/app_directories                           47      5    89%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/template/loaders/cached                                    39      3    92%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/template/loaders/eggs                                      24      2    92%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/template/loaders/filesystem                                37      3    92%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/template/response                                          51      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/template/smartif                                          105      4    96%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/templatetags/__init__                                       0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/templatetags/cache                                         37      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/templatetags/future                                        38      4    89%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/templatetags/i18n                                         192     24    88%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/templatetags/l10n                                          37      2    95%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/templatetags/static                                        36      5    86%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/test/__init__                                               3      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/test/_doctest                                             899    409    55%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/test/client                                               258      5    98%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/test/signals                                                2      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/test/simple                                               210     54    74%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/test/testcases                                            326     38    88%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/test/utils                                                 67      4    94%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/__init__                                              0      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/_os                                                  26      8    69%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/cache                                               106      7    93%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/checksums                                            11      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/copycompat                                            6      1    83%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/crypto                                               15      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/datastructures                                      286     31    89%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/dateformat                                          164     17    90%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/dates                                                 9      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/datetime_safe                                        56      3    95%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/decorators                                           58      6    90%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/encoding                                             71     14    80%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/feedgenerator                                       211     19    91%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/formats                                              99      2    98%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/functional                                          155      9    94%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/hashcompat                                           13      6    54%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/html                                                105     19    82%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/http                                                 49      1    98%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/importlib                                            23      6    74%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/itercompat                                           26     14    46%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/log                                                  55     26    53%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/module_loading                                       42      6    86%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/numberformat                                         28      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/regex_helper                                        180      8    96%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/safestring                                           53      6    89%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/simplejson/__init__                                  52     43    17%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/synch                                                56     16    71%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/termcolors                                           56      3    95%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/text                                                161     31    81%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/thread_support                                        6      3    50%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/timesince                                            35      0   100%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/translation/__init__                                 65      8    88%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/translation/trans_real                              340     73    79%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/tree                                                 62      5    92%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/tzinfo                                               47      7    85%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/unittest/__init__                                    23     17    26%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/version                                              22      8    64%
/home/gdub/grad/2011/software measurement metrics/assignment3/2011-01-13/django/utils/xmlutils                                              8      0   100%
