Name                                                                                                Stmts   Miss  Cover
/home/gdub/tmp/metrics/2011-10-26/django/contrib/formtools/wizard/storage/exceptions                    7      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/formtools/wizard/storage/session                      13      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/formtools/wizard/views                               265     10    96%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/gis/__init__                                           0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/gis/management/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/gis/management/commands/__init__                       0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/gis/management/commands/inspectdb                     19      7    63%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/gis/models                                             4      2    50%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/gis/tests/__init__                                    66     56    15%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/humanize/__init__                                      0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/humanize/models                                        0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/humanize/templatetags/__init__                         0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/humanize/templatetags/humanize                       122      9    93%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/humanize/tests                                        82      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/__init__                                   0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/ar/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/ar/ar_provinces                            2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/ar/forms                                  62      3    95%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/at/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/at/at_states                              10      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/at/forms                                  31      1    97%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/au/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/au/au_states                               1      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/au/forms                                  27      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/au/models                                 28      5    82%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/be/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/be/be_provinces                            2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/be/be_regions                              2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/be/forms                                  19      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/br/__init__                                0      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/br/br_states                               2      0   100%
/home/gdub/tmp/metrics/2011-10-26/django/contrib/localflavor/br/forms                                 101      2    98%
