Name                                                                                     Stmts   Miss  Cover
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/fi/fi_municipalities          417      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/fi/forms                       27      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/fr/__init__                     0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/fr/forms                       25      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/fr/fr_department                1      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/generic/__init__                0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/generic/forms                  11      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/is_/__init__                    0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/is_/forms                      38      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/is_/is_postalcodes              1      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/it/__init__                     0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/it/forms                       49      6    88%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/it/it_region                    1      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/it/util                        25      3    88%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/jp/__init__                     0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/jp/forms                       16      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/jp/jp_prefectures               2      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/nl/__init__                     0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/nl/forms                       53      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/nl/nl_provinces                 2      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/pl/__init__                     0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/pl/forms                       74      2    97%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/pl/pl_administrativeunits       2      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/pl/pl_voivodeships              2      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/sk/__init__                     0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/sk/forms                       17      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/sk/sk_districts                 2      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/sk/sk_regions                   2      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/uk/__init__                     0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/uk/forms                       27      4    85%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/us/__init__                     0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/us/forms                       57      5    91%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/us/us_states                    2      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/za/__init__                     0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/localflavor/za/forms                       29      1    97%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/markup/__init__                             0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/markup/models                               0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/markup/templatetags/__init__                0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/markup/templatetags/markup                 44     15    66%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/markup/tests                               45     10    78%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/redirects/__init__                          0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/redirects/models                           18      1    94%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/sessions/__init__                           0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/sessions/backends/__init__                  0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/sessions/backends/base                     99     19    81%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/sessions/backends/cache                    18      3    83%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/sessions/backends/db                       31      2    94%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/sessions/backends/file                     53     22    58%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/sessions/middleware                        29      4    86%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/sessions/models                            41     17    59%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/sessions/tests                              3      2    33%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/sitemaps/__init__                          62     43    31%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/sites/__init__                              0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/sites/management                           11      1    91%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/sites/models                               42      9    79%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/syndication/__init__                        0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/webdesign/__init__                          0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/webdesign/lorem_ipsum                      30     11    63%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/webdesign/models                            0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/webdesign/templatetags/__init__             0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/webdesign/templatetags/webdesign           34     10    71%
/home/gdub/tmp/metrics/2008-01-13/django/contrib/webdesign/tests                             6      2    67%
/home/gdub/tmp/metrics/2008-01-13/django/core/__init__                                       0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/core/cache/__init__                                28      9    68%
/home/gdub/tmp/metrics/2008-01-13/django/core/cache/backends/__init__                        0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/core/cache/backends/base                           29      6    79%
/home/gdub/tmp/metrics/2008-01-13/django/core/cache/backends/filebased                     113     58    49%
/home/gdub/tmp/metrics/2008-01-13/django/core/cache/backends/locmem                        102     23    77%
/home/gdub/tmp/metrics/2008-01-13/django/core/context_processors                            41     12    71%
/home/gdub/tmp/metrics/2008-01-13/django/core/exceptions                                    14      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/core/handlers/__init__                              0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/core/handlers/base                                104     30    71%
/home/gdub/tmp/metrics/2008-01-13/django/core/handlers/wsgi                                135     46    66%
/home/gdub/tmp/metrics/2008-01-13/django/core/mail                                         208    139    33%
/home/gdub/tmp/metrics/2008-01-13/django/core/management/__init__                          124     66    47%
/home/gdub/tmp/metrics/2008-01-13/django/core/management/base                              156     95    39%
/home/gdub/tmp/metrics/2008-01-13/django/core/management/color                              20      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/core/management/commands/__init__                   0      0   100%
/home/gdub/tmp/metrics/2008-01-13/django/core/management/commands/dumpdata                  31      8    74%
/home/gdub/tmp/metrics/2008-01-13/django/core/management/commands/flush                     36      5    86%
/home/gdub/tmp/metrics/2008-01-13/django/core/management/commands/loaddata                  95     24    75%
/home/gdub/tmp/metrics/2008-01-13/django/core/management/commands/syncdb                    96     16    83%
/home/gdub/tmp/metrics/2008-01-13/django/core/management/sql                               293    131    55%
/home/gdub/tmp/metrics/2008-01-13/django/core/management/validation                        181     29    84%
/home/gdub/tmp/metrics/2008-01-13/django/core/paginator                                     58      6    90%
/home/gdub/tmp/metrics/2008-01-13/django/core/serializers/__init__                          42      8    81%
/home/gdub/tmp/metrics/2008-01-13/django/core/serializers/base                              80     10    88%
/home/gdub/tmp/metrics/2008-01-13/django/core/serializers/json                              42      7    83%
/home/gdub/tmp/metrics/2008-01-13/django/core/serializers/python                            56      3    95%
/home/gdub/tmp/metrics/2008-01-13/django/core/serializers/pyyaml                            27      3    89%
/home/gdub/tmp/metrics/2008-01-13/django/core/serializers/xml_serializer                   109     10    91%
/home/gdub/tmp/metrics/2008-01-13/django/core/signals                                        3      0   100%
