Name                                                                                                Stmts   Miss  Cover
-----------------------------------------------------------------------------------------------------------------------
/home/gdub/tmp/metrics/2011-07-13/django/__init__                                                      14      4    71%
/home/gdub/tmp/metrics/2011-07-13/django/bin/__init__                                                   0      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/conf/__init__                                                 97     16    84%
/home/gdub/tmp/metrics/2011-07-13/django/conf/global_settings                                         123      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/conf/locale/__init__                                           1      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/conf/locale/ca/__init__                                        0      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/conf/locale/ca/formats                                        14      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/conf/locale/de/__init__                                        0      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/conf/locale/de/formats                                        14      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/conf/locale/en/__init__                                        0      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/conf/locale/en/formats                                        14      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/conf/locale/en_GB/__init__                                     0      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/conf/locale/en_GB/formats                                     14      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/conf/locale/es/__init__                                        0      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/conf/locale/es/formats                                        14      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/conf/locale/es_AR/__init__                                     0      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/conf/locale/es_AR/formats                                     14      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/conf/locale/fi/__init__                                        0      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/conf/locale/fi/formats                                         7      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/conf/locale/fr/__init__                                        0      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/conf/locale/fr/formats                                        14      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/conf/locale/nl/__init__                                        0      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/conf/locale/nl/formats                                        14      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/conf/locale/ru/__init__                                        0      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/conf/locale/ru/formats                                        14      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/__init__                                               0      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/admin/__init__                                        19      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/admin/actions                                         34      2    94%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/admin/filters                                        177      7    96%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/admin/forms                                           27      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/admin/helpers                                        242     26    89%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/admin/models                                          50      3    94%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/admin/options                                        699     33    95%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/admin/sites                                          183     22    88%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/admin/templatetags/__init__                            0      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/admin/templatetags/admin_list                        190     25    87%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/admin/templatetags/admin_modify                       28      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/admin/templatetags/adminmedia                          7      2    71%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/admin/templatetags/log                                28      6    79%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/admin/util                                           239     13    95%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/admin/validation                                     240     20    92%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/admin/views/__init__                                   0      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/admin/views/decorators                                13      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/admin/views/main                                     259     14    95%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/admin/widgets                                        201     16    92%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/admindocs/__init__                                     0      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/admindocs/models                                       0      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/admindocs/tests/__init__                              14      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/admindocs/tests/fields                                 5      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/admindocs/utils                                       63      9    86%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/admindocs/views                                      214    128    40%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/auth/__init__                                         74     11    85%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/auth/admin                                            87     23    74%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/auth/backends                                         64      3    95%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/auth/context_processors                               22      3    86%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/auth/decorators                                       26      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/auth/forms                                           138     17    88%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/auth/management/__init__                              65     17    74%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/auth/management/commands/__init__                      0      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/auth/management/commands/createsuperuser              81     50    38%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/auth/middleware                                       35      3    91%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/auth/models                                          235     13    94%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/auth/signals                                           3      0   100%
/home/gdub/tmp/metrics/2011-07-13/django/contrib/auth/tests/__init__                                   11      0   100%
